"Sample","N^-0.5","N^-0.75","N^-1","Golden Ratio","Golden Ratio Spiral","R2","R2 Spiral","R2 Jittered","White Noise","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"510","0.044281","0.009318","0.001961","0.318310","0.316349","0.000663","0.005219","0.001298","0.026788","0.001298","0.002623","0.009141","0.001298","0.006545"
"511","0.044237","0.009304","0.001957","0.318310","0.316353","0.001284","0.004586","0.002629","0.026113","0.000673","0.001284","0.008500","0.000672","0.007155"
"512","0.044194","0.009291","0.001953","0.318310","0.316357","0.000050","0.005909","0.002003","0.025440","0.000050","0.000050","0.007862","0.000049","0.005810"
"513","0.044151","0.009277","0.001949","0.316361","0.316361","0.000571","0.005277","0.001378","0.024770","0.001378","0.000571","0.007226","0.000571","0.006419"
"514","0.044108","0.009264","0.001946","0.314419","0.314419","0.001189","0.004647","0.002702","0.026048","0.000756","0.001189","0.008538","0.001189","0.007026"
"515","0.044065","0.009250","0.001942","0.312485","0.314426","0.001805","0.004020","0.004020","0.025380","0.002079","0.000137","0.007904","0.000137","0.007630"
"516","0.044023","0.009237","0.001938","0.310558","0.314434","0.000480","0.005333","0.003396","0.024713","0.001458","0.000480","0.007271","0.001458","0.008232"
"517","0.043980","0.009223","0.001934","0.308639","0.312507","0.000839","0.006642","0.002773","0.024050","0.002773","0.001095","0.006642","0.002773","0.006898"
"518","0.043937","0.009210","0.001931","0.306727","0.312518","0.000223","0.006014","0.004084","0.025320","0.002154","0.001707","0.006014","0.002153","0.005569"
"519","0.043895","0.009197","0.001927","0.304822","0.310603","0.000391","0.005389","0.005390","0.024657","0.001536","0.000391","0.005390","0.001536","0.004244"
"520","0.043853","0.009183","0.001923","0.302925","0.310618","0.000921","0.006690","0.004767","0.023998","0.000921","0.000921","0.004767","0.000921","0.004848"
"521","0.043811","0.009170","0.001919","0.301035","0.310632","0.002228","0.006066","0.004147","0.025260","0.002228","0.000308","0.006066","0.000308","0.005450"
"522","0.043769","0.009157","0.001916","0.299153","0.308731","0.001614","0.005445","0.005445","0.024602","0.001614","0.000302","0.007361","0.000302","0.006049"
"523","0.043727","0.009144","0.001912","0.297277","0.308750","0.001002","0.006738","0.006738","0.025858","0.002914","0.000910","0.006738","0.000910","0.004734"
"524","0.043685","0.009131","0.001908","0.295409","0.306859","0.002301","0.006118","0.006118","0.025202","0.002301","0.000393","0.008026","0.001516","0.003424"
"525","0.043644","0.009118","0.001905","0.293548","0.304977","0.003595","0.005500","0.005500","0.024547","0.003595","0.000214","0.007404","0.002119","0.004024"
"526","0.043602","0.009105","0.001901","0.291694","0.305002","0.002983","0.006785","0.006785","0.023896","0.002983","0.000819","0.006785","0.002721","0.002721"
"527","0.043561","0.009092","0.001898","0.289847","0.303130","0.002373","0.008066","0.008066","0.023246","0.002373","0.000476","0.006168","0.003319","0.003319"
"528","0.043519","0.009079","0.001894","0.288007","0.303158","0.001766","0.007448","0.007448","0.024493","0.001766","0.001766","0.005554","0.003916","0.003916"
"529","0.043478","0.009066","0.001890","0.286174","0.301297","0.003051","0.008722","0.006832","0.025736","0.003051","0.001161","0.006832","0.004510","0.002620"
"530","0.043437","0.009053","0.001887","0.284348","0.299442","0.002445","0.008105","0.006219","0.026973","0.002445","0.000558","0.006218","0.005102","0.003216"
"531","0.043396","0.009040","0.001883","0.282528","0.299477","0.001841","0.007490","0.007491","0.026323","0.003724","0.000042","0.007490","0.003809","0.001926"
"532","0.043355","0.009027","0.001880","0.280716","0.297633","0.001239","0.006878","0.006878","0.025675","0.003119","0.000641","0.006878","0.004400","0.002520"
"533","0.043315","0.009015","0.001876","0.278910","0.297672","0.002516","0.006268","0.006268","0.025030","0.004392","0.001237","0.006268","0.003113","0.003113"
"534","0.043274","0.009002","0.001873","0.277111","0.295838","0.001915","0.005660","0.005660","0.026259","0.003788","0.001830","0.005660","0.003703","0.003703"
"535","0.043234","0.008989","0.001869","0.275319","0.295880","0.001316","0.005055","0.006924","0.025615","0.003186","0.000553","0.006924","0.004291","0.002422"
"536","0.043193","0.008977","0.001866","0.273534","0.294056","0.000720","0.006317","0.006317","0.024974","0.002586","0.000720","0.006317","0.004877","0.003011"
"537","0.043153","0.008964","0.001862","0.271755","0.294101","0.001988","0.005712","0.005713","0.024335","0.003850","0.000126","0.005712","0.003599","0.001736"
"538","0.043113","0.008952","0.001859","0.269983","0.292288","0.001393","0.005110","0.005110","0.023698","0.003252","0.000466","0.005110","0.004184","0.002325"
"539","0.043073","0.008939","0.001855","0.268217","0.290481","0.000800","0.004510","0.006366","0.024918","0.002655","0.001056","0.004510","0.004766","0.002911"
"540","0.043033","0.008927","0.001852","0.266458","0.290532","0.000209","0.003912","0.005764","0.024283","0.002061","0.000209","0.003912","0.003495","0.003495"
"541","0.042993","0.008915","0.001848","0.264705","0.288735","0.001468","0.003317","0.005165","0.023650","0.003317","0.000380","0.005165","0.002229","0.002228"
"542","0.042954","0.008902","0.001845","0.262959","0.288790","0.000878","0.002723","0.004568","0.023019","0.002723","0.000966","0.004568","0.000967","0.000967"
"543","0.042914","0.008890","0.001842","0.261220","0.287002","0.000291","0.003974","0.005815","0.022390","0.002132","0.000291","0.003974","0.000290","0.000291"
"544","0.042875","0.008878","0.001838","0.259486","0.285222","0.000295","0.003381","0.005220","0.023602","0.001543","0.001543","0.003381","0.000295","0.000295"
"545","0.042835","0.008865","0.001835","0.257759","0.283447","0.000956","0.004626","0.004626","0.022975","0.002791","0.000956","0.004626","0.000956","0.000879"
"546","0.042796","0.008853","0.001832","0.256039","0.283511","0.000372","0.004035","0.004035","0.022350","0.002203","0.000372","0.004034","0.000371","0.001460"
"547","0.042757","0.008841","0.001828","0.254324","0.281747","0.000211","0.003445","0.005273","0.023555","0.003445","0.001617","0.003445","0.001617","0.002039"
"548","0.042718","0.008829","0.001825","0.252616","0.281814","0.000791","0.004683","0.004683","0.022931","0.002858","0.001033","0.002858","0.002858","0.002616"
"549","0.042679","0.008817","0.001821","0.250915","0.280059","0.000452","0.005916","0.004095","0.022310","0.004095","0.000452","0.004094","0.002273","0.001370"
"550","0.042640","0.008805","0.001818","0.249219","0.278310","0.000128","0.005327","0.003508","0.023508","0.003508","0.000128","0.003508","0.001690","0.001946"
"551","0.042601","0.008793","0.001815","0.247529","0.276568","0.000705","0.006554","0.004739","0.022888","0.002924","0.001110","0.002924","0.001109","0.000705"
"552","0.042563","0.008781","0.001812","0.245846","0.276643","0.001281","0.005966","0.004154","0.024081","0.002342","0.002342","0.002342","0.000531","0.001281"
"553","0.042524","0.008769","0.001808","0.244169","0.274910","0.000046","0.005379","0.003571","0.023462","0.003571","0.001763","0.001762","0.001762","0.001854"
"554","0.042486","0.008757","0.001805","0.242498","0.273184","0.000620","0.006600","0.002990","0.022845","0.002990","0.001185","0.001185","0.002990","0.002425"
"555","0.042448","0.008745","0.001802","0.240832","0.271463","0.001193","0.007816","0.004213","0.022231","0.002411","0.000609","0.000609","0.002411","0.001193"
"556","0.042409","0.008734","0.001799","0.239173","0.271547","0.001763","0.007230","0.003633","0.021618","0.001834","0.000036","0.001834","0.001834","0.000035"
"557","0.042371","0.008722","0.001795","0.237520","0.269836","0.000536","0.008441","0.003055","0.022803","0.003055","0.000536","0.001259","0.001259","0.001259"
"558","0.042333","0.008710","0.001792","0.235873","0.269923","0.001106","0.009647","0.002479","0.023984","0.002479","0.001105","0.000686","0.002479","0.002479"
"559","0.042295","0.008698","0.001789","0.234231","0.268220","0.001673","0.009060","0.003694","0.025161","0.001905","0.000116","0.000116","0.001905","0.003694"
"560","0.042258","0.008687","0.001786","0.232596","0.266524","0.002238","0.008476","0.003119","0.024547","0.001333","0.001333","0.000453","0.001333","0.003119"
"561","0.042220","0.008675","0.001783","0.230966","0.264834","0.001019","0.009676","0.002546","0.023936","0.002546","0.000763","0.000763","0.000763","0.002546"
"562","0.042182","0.008664","0.001779","0.229342","0.264929","0.001584","0.009092","0.001975","0.023327","0.001975","0.000196","0.000195","0.000195","0.001975"
"563","0.042145","0.008652","0.001776","0.227724","0.263248","0.002146","0.008511","0.003182","0.022720","0.003182","0.000370","0.000370","0.000370","0.001406"
"564","0.042108","0.008641","0.001773","0.226111","0.261572","0.002707","0.007931","0.004385","0.022116","0.002612","0.000934","0.000839","0.000839","0.002612"
"565","0.042070","0.008629","0.001770","0.224505","0.259903","0.001496","0.007354","0.003814","0.021513","0.003814","0.001496","0.000274","0.000274","0.002044"
"566","0.042033","0.008618","0.001767","0.222904","0.258239","0.000289","0.006778","0.003245","0.022680","0.003245","0.002055","0.000289","0.000289","0.001478"
"567","0.041996","0.008606","0.001764","0.221308","0.256581","0.000850","0.007969","0.004442","0.022078","0.002678","0.000849","0.000850","0.000850","0.002678"
"568","0.041959","0.008595","0.001761","0.219718","0.256690","0.001408","0.007394","0.005634","0.023239","0.002113","0.000352","0.001409","0.000352","0.002113"
"569","0.041922","0.008584","0.001757","0.218134","0.255041","0.000208","0.006822","0.005065","0.024397","0.003307","0.000208","0.001965","0.000208","0.001550"
"570","0.041885","0.008572","0.001754","0.216555","0.253398","0.000988","0.006252","0.004497","0.023795","0.002743","0.000766","0.002520","0.000766","0.002743"
"571","0.041849","0.008561","0.001751","0.214982","0.251760","0.000429","0.005683","0.005683","0.023196","0.002181","0.001322","0.003074","0.001322","0.002181"
"572","0.041812","0.008550","0.001748","0.213415","0.250128","0.000128","0.005117","0.006865","0.022599","0.001620","0.000128","0.003625","0.001876","0.001620"
"573","0.041776","0.008539","0.001745","0.211853","0.248502","0.001062","0.004552","0.006298","0.022004","0.002807","0.000683","0.004174","0.000683","0.002807"
"574","0.041739","0.008527","0.001742","0.210296","0.246881","0.002248","0.003990","0.005732","0.021411","0.002248","0.001237","0.004721","0.001237","0.002248"
"575","0.041703","0.008516","0.001739","0.208745","0.247006","0.001690","0.005168","0.006908","0.020821","0.001690","0.000049","0.003527","0.001788","0.003429"
"576","0.041667","0.008505","0.001736","0.207199","0.245393","0.001135","0.004607","0.008079","0.020232","0.001135","0.001135","0.002338","0.000602","0.002871"
"577","0.041631","0.008494","0.001733","0.205658","0.243786","0.002314","0.004047","0.007513","0.021378","0.002314","0.000581","0.001152","0.001152","0.004047"
"578","0.041595","0.008483","0.001730","0.204123","0.242185","0.003489","0.005220","0.006950","0.022521","0.001759","0.000029","0.000029","0.001701","0.005220"
"579","0.041559","0.008472","0.001727","0.202593","0.240590","0.002934","0.004661","0.006388","0.023659","0.002934","0.001207","0.001206","0.000521","0.004661"
"580","0.041523","0.008461","0.001724","0.201068","0.240724","0.002380","0.004104","0.007552","0.023069","0.002380","0.000656","0.000656","0.001069","0.005828"
"581","0.041487","0.008450","0.001721","0.199549","0.239136","0.001828","0.005270","0.006991","0.022482","0.003549","0.000107","0.000107","0.000107","0.005270"
"582","0.041451","0.008439","0.001718","0.198035","0.237554","0.002996","0.004714","0.006433","0.023615","0.002996","0.000440","0.001278","0.000441","0.004714"
"583","0.041416","0.008428","0.001715","0.196526","0.235977","0.002445","0.004160","0.005876","0.024743","0.002445","0.000730","0.002445","0.000986","0.004160"
"584","0.041380","0.008418","0.001712","0.195022","0.234406","0.001896","0.005320","0.007033","0.025868","0.001896","0.001896","0.001896","0.001529","0.003608"
"585","0.041345","0.008407","0.001709","0.193524","0.232840","0.001348","0.006476","0.006477","0.025280","0.003058","0.001348","0.003058","0.002071","0.003058"
"586","0.041310","0.008396","0.001706","0.192030","0.231279","0.002509","0.005922","0.005922","0.026400","0.002509","0.000803","0.002509","0.002610","0.002509"
"587","0.041274","0.008385","0.001704","0.190542","0.231427","0.001963","0.007073","0.005370","0.027516","0.001963","0.000259","0.001963","0.003148","0.001963"
"588","0.041239","0.008375","0.001701","0.189058","0.229874","0.001418","0.006520","0.006520","0.026928","0.001418","0.000282","0.001418","0.003684","0.001418"
"589","0.041204","0.008364","0.001698","0.187580","0.228327","0.000875","0.005969","0.005969","0.028040","0.002573","0.000822","0.000875","0.004218","0.000875"
"590","0.041169","0.008353","0.001695","0.186106","0.226784","0.002029","0.005419","0.005419","0.027453","0.002029","0.001361","0.000334","0.004751","0.000334"
"591","0.041135","0.008343","0.001692","0.184638","0.225247","0.001487","0.006563","0.004871","0.028560","0.001487","0.000205","0.000205","0.003589","0.001487"
"592","0.041100","0.008332","0.001689","0.183175","0.223715","0.000947","0.006015","0.006015","0.027974","0.000947","0.000947","0.000742","0.004121","0.000947"
"593","0.041065","0.008322","0.001686","0.181716","0.222188","0.000408","0.005468","0.005468","0.029076","0.002095","0.000409","0.001278","0.004651","0.000409"
"594","0.041030","0.008311","0.001684","0.180263","0.220667","0.001555","0.006606","0.004923","0.028491","0.001555","0.000128","0.001812","0.005179","0.000128"
"595","0.040996","0.008301","0.001681","0.178814","0.220831","0.001018","0.006060","0.004379","0.027909","0.002699","0.000663","0.002344","0.004024","0.001018"
"596","0.040962","0.008290","0.001678","0.177370","0.219317","0.000482","0.005516","0.005516","0.027328","0.002160","0.001196","0.001196","0.004552","0.000482"
"597","0.040927","0.008280","0.001675","0.175931","0.217807","0.000052","0.004973","0.004973","0.028424","0.003298","0.001727","0.001727","0.005077","0.000052"
"598","0.040893","0.008269","0.001672","0.174497","0.216303","0.001088","0.004433","0.004433","0.027844","0.002760","0.002256","0.002256","0.005601","0.000584"
"599","0.040859","0.008259","0.001669","0.173068","0.214804","0.000555","0.005563","0.003894","0.027266","0.002224","0.001114","0.001115","0.004454","0.001115"
"600","0.040825","0.008249","0.001667","0.171643","0.214977","0.000023","0.005024","0.005024","0.026690","0.001690","0.000024","0.001643","0.003310","0.001643"
"601","0.040791","0.008238","0.001664","0.170223","0.213485","0.000506","0.006149","0.004486","0.026116","0.002822","0.000506","0.002170","0.003834","0.002170"
"602","0.040757","0.008228","0.001661","0.168808","0.211998","0.000627","0.005610","0.003949","0.027205","0.002288","0.001034","0.002695","0.004356","0.002695"
"603","0.040723","0.008218","0.001658","0.167398","0.210515","0.000098","0.005073","0.003415","0.028290","0.001756","0.001560","0.003219","0.004877","0.003219"
"604","0.040689","0.008208","0.001656","0.165992","0.209038","0.000429","0.004538","0.004538","0.027717","0.001227","0.000429","0.002085","0.003740","0.003740"
"605","0.040656","0.008198","0.001653","0.164591","0.207566","0.000955","0.004004","0.004004","0.027145","0.002351","0.000954","0.002608","0.002607","0.002607"
"606","0.040622","0.008187","0.001650","0.163194","0.206099","0.000172","0.005122","0.003472","0.026575","0.001822","0.001478","0.003128","0.003128","0.003128"
"607","0.040589","0.008177","0.001647","0.161802","0.206284","0.000353","0.004590","0.002942","0.026006","0.001295","0.000353","0.002000","0.003648","0.003648"
"608","0.040555","0.008167","0.001645","0.160415","0.204823","0.000876","0.005703","0.004059","0.025440","0.000769","0.000769","0.002521","0.004165","0.004165"
"609","0.040522","0.008157","0.001642","0.159032","0.203367","0.001397","0.005171","0.003529","0.026518","0.001887","0.000245","0.003039","0.003039","0.004681"
"610","0.040489","0.008147","0.001639","0.157654","0.201916","0.000277","0.004641","0.003002","0.025952","0.001362","0.000277","0.003556","0.003556","0.005195"
"611","0.040456","0.008137","0.001637","0.156280","0.200470","0.000798","0.005749","0.002476","0.027026","0.002476","0.000839","0.004071","0.002434","0.005708"
"612","0.040423","0.008127","0.001634","0.154911","0.199029","0.001317","0.005220","0.003586","0.026461","0.001952","0.000318","0.004585","0.001316","0.004584"
"613","0.040390","0.008117","0.001631","0.153546","0.197592","0.001834","0.004692","0.004692","0.025899","0.003060","0.000202","0.005096","0.000202","0.003465"
"614","0.040357","0.008107","0.001629","0.152186","0.196160","0.000720","0.005794","0.004166","0.025338","0.002537","0.000720","0.003978","0.000908","0.002349"
"615","0.040324","0.008097","0.001626","0.150830","0.194733","0.001237","0.005267","0.003641","0.024780","0.002015","0.000389","0.004489","0.000389","0.002863"
"616","0.040291","0.008088","0.001623","0.149479","0.193310","0.001752","0.004742","0.004742","0.024223","0.001495","0.001495","0.004998","0.000128","0.001752"
"617","0.040258","0.008078","0.001621","0.148132","0.193512","0.002265","0.005839","0.005839","0.023667","0.002598","0.000977","0.005506","0.000977","0.002265"
"618","0.040226","0.008068","0.001618","0.146789","0.192096","0.001158","0.005315","0.005315","0.024732","0.002078","0.000460","0.006012","0.002078","0.002776"
"619","0.040193","0.008058","0.001616","0.145450","0.190685","0.000055","0.004792","0.004792","0.024178","0.001561","0.000055","0.006517","0.003176","0.003286"
"620","0.040161","0.008048","0.001613","0.144116","0.189278","0.000568","0.005884","0.005884","0.023626","0.001045","0.000568","0.007020","0.004271","0.002181"
"621","0.040129","0.008039","0.001610","0.142787","0.187875","0.001080","0.006972","0.006972","0.023075","0.002141","0.001080","0.007521","0.003751","0.001080"
"622","0.040096","0.008029","0.001608","0.141461","0.186477","0.000018","0.006449","0.006449","0.022526","0.001626","0.001590","0.006413","0.003233","0.001590"
"623","0.040064","0.008019","0.001605","0.140140","0.186689","0.001112","0.007533","0.005928","0.021979","0.001112","0.000493","0.005308","0.004322","0.002098"
"624","0.040032","0.008010","0.001603","0.138823","0.185297","0.000600","0.007011","0.007011","0.021434","0.000600","0.000600","0.005810","0.005408","0.002605"
"625","0.040000","0.008000","0.001600","0.137510","0.183910","0.000090","0.006490","0.008090","0.020890","0.001690","0.000090","0.004710","0.004890","0.003110"
"626","0.039968","0.007990","0.001597","0.136201","0.182527","0.001179","0.005971","0.007569","0.020348","0.001179","0.000418","0.005211","0.005971","0.003614"
"627","0.039936","0.007981","0.001595","0.134897","0.181149","0.002264","0.005454","0.007049","0.021403","0.002264","0.000925","0.005710","0.005454","0.002521"
"628","0.039904","0.007971","0.001592","0.133597","0.179775","0.001754","0.006531","0.008123","0.022454","0.001754","0.001431","0.006208","0.004938","0.001431"
"629","0.039873","0.007962","0.001590","0.132300","0.178405","0.001245","0.006014","0.009194","0.021913","0.002835","0.001935","0.006704","0.006014","0.001935"
"630","0.039841","0.007952","0.001587","0.131008","0.177040","0.002325","0.007087","0.008674","0.021373","0.002325","0.002437","0.007199","0.007087","0.002437"
"631","0.039809","0.007943","0.001585","0.129720","0.175679","0.003401","0.006571","0.008156","0.020834","0.001817","0.001353","0.007692","0.008156","0.002938"
"632","0.039778","0.007933","0.001582","0.128436","0.174323","0.002892","0.006057","0.007639","0.021880","0.001310","0.000272","0.008183","0.009222","0.003437"
"633","0.039746","0.007924","0.001580","0.127157","0.174550","0.002385","0.005545","0.008704","0.021343","0.002385","0.000774","0.007094","0.008704","0.003934"
"634","0.039715","0.007915","0.001577","0.125881","0.173199","0.001879","0.005034","0.008189","0.020807","0.001879","0.001275","0.007584","0.008188","0.004430"
"635","0.039684","0.007905","0.001575","0.124609","0.171853","0.002950","0.004525","0.007674","0.020273","0.001375","0.001774","0.006499","0.007674","0.003349"
"636","0.039653","0.007896","0.001572","0.123341","0.170511","0.002445","0.004017","0.007162","0.019740","0.000873","0.000700","0.006989","0.008734","0.003845"
"637","0.039621","0.007887","0.001570","0.122078","0.169173","0.001941","0.005081","0.008221","0.019210","0.001941","0.001198","0.005908","0.009790","0.004338"
"638","0.039590","0.007877","0.001567","0.120818","0.167840","0.001439","0.004574","0.007709","0.018681","0.001439","0.001695","0.006398","0.009276","0.004830"
"639","0.039559","0.007868","0.001565","0.119562","0.166510","0.002504","0.005634","0.007199","0.018153","0.000939","0.000626","0.005321","0.008764","0.005321"
"640","0.039528","0.007859","0.001563","0.118310","0.165185","0.002002","0.005128","0.006690","0.017628","0.000440","0.000440","0.005810","0.008252","0.005810"
"641","0.039498","0.007850","0.001560","0.117062","0.163864","0.001503","0.004623","0.007743","0.017103","0.001503","0.000057","0.006297","0.007743","0.004737"
"642","0.039467","0.007841","0.001558","0.115818","0.164104","0.001005","0.004120","0.007235","0.018139","0.001005","0.000553","0.006784","0.007235","0.005226"
"643","0.039436","0.007831","0.001555","0.114577","0.162789","0.002063","0.005174","0.006729","0.019171","0.002063","0.000508","0.007268","0.006729","0.005713"
"644","0.039406","0.007822","0.001553","0.113341","0.161478","0.001566","0.004671","0.006224","0.018647","0.001566","0.000013","0.006198","0.006224","0.006198"
"645","0.039375","0.007813","0.001550","0.112108","0.160170","0.001070","0.004171","0.007272","0.018124","0.002620","0.000480","0.006682","0.005721","0.005132"
"646","0.039344","0.007804","0.001548","0.110880","0.158867","0.000575","0.005219","0.006768","0.017603","0.002124","0.000972","0.007165","0.006767","0.004069"
"647","0.039314","0.007795","0.001546","0.109655","0.159114","0.001628","0.004719","0.006265","0.017084","0.001628","0.000083","0.007645","0.007811","0.004554"
"648","0.039284","0.007786","0.001543","0.108433","0.157816","0.001134","0.004221","0.005764","0.018110","0.001135","0.001135","0.008125","0.007307","0.005038"
"649","0.039253","0.007777","0.001541","0.107216","0.156523","0.000642","0.005265","0.006806","0.017591","0.002183","0.000642","0.008603","0.008346","0.005521"
"650","0.039223","0.007768","0.001538","0.106002","0.155233","0.000151","0.006305","0.006306","0.017075","0.001690","0.000152","0.007541","0.007844","0.006002"
"651","0.039193","0.007759","0.001536","0.104792","0.153947","0.001198","0.005807","0.005807","0.016559","0.002735","0.000338","0.008018","0.007343","0.004946"
"652","0.039163","0.007750","0.001534","0.103586","0.152666","0.000708","0.005310","0.005310","0.017580","0.002242","0.000825","0.008494","0.006843","0.005427"
"653","0.039133","0.007741","0.001531","0.102383","0.151388","0.000220","0.006346","0.006346","0.018597","0.003283","0.001311","0.008969","0.007877","0.005906"
"654","0.039103","0.007732","0.001529","0.101185","0.150114","0.000267","0.007378","0.005849","0.018081","0.002791","0.001796","0.009442","0.007378","0.006383"
"655","0.039073","0.007724","0.001527","0.099989","0.150371","0.000774","0.006881","0.005354","0.017568","0.002301","0.000753","0.009913","0.006881","0.005333"
"656","0.039043","0.007715","0.001524","0.098798","0.149103","0.000288","0.006385","0.004861","0.017056","0.001812","0.000288","0.010383","0.006385","0.004286"
"657","0.039014","0.007706","0.001522","0.097610","0.147838","0.000197","0.007413","0.005891","0.016545","0.002847","0.000197","0.010852","0.005891","0.004764"
"658","0.038984","0.007697","0.001520","0.096425","0.146577","0.000681","0.006918","0.005398","0.016037","0.002359","0.000681","0.009799","0.006918","0.005240"
"659","0.038954","0.007688","0.001517","0.095245","0.145321","0.000355","0.006424","0.004907","0.017047","0.003390","0.001163","0.010268","0.006424","0.005715"
"660","0.038925","0.007680","0.001515","0.094068","0.145583","0.000128","0.005932","0.004417","0.018054","0.002902","0.001643","0.010734","0.005932","0.006189"
"661","0.038895","0.007671","0.001513","0.092894","0.144331","0.000610","0.005442","0.005442","0.017545","0.003929","0.002122","0.009687","0.005442","0.005148"
"662","0.038866","0.007662","0.001511","0.091724","0.143083","0.001089","0.004953","0.004953","0.018548","0.003442","0.002600","0.008642","0.006463","0.005621"
"663","0.038837","0.007654","0.001508","0.090557","0.141839","0.000060","0.004465","0.004465","0.018040","0.002957","0.001568","0.009109","0.007482","0.006093"
"664","0.038808","0.007645","0.001506","0.089394","0.140599","0.000539","0.005485","0.003979","0.017533","0.002473","0.000539","0.008069","0.006991","0.006563"
"665","0.038778","0.007636","0.001504","0.088235","0.139363","0.001017","0.004998","0.004998","0.018532","0.003495","0.001017","0.008536","0.006502","0.007032"
"666","0.038749","0.007628","0.001502","0.087079","0.138130","0.001493","0.004513","0.006014","0.018026","0.003011","0.001493","0.009001","0.007516","0.005998"
"667","0.038720","0.007619","0.001499","0.085926","0.136901","0.000469","0.004029","0.005528","0.017522","0.002530","0.001968","0.007965","0.008527","0.006466"
"668","0.038691","0.007611","0.001497","0.084777","0.137172","0.000552","0.003546","0.005043","0.017019","0.002049","0.000945","0.008430","0.008037","0.005436"
"669","0.038662","0.007602","0.001495","0.083631","0.135948","0.000076","0.004560","0.006055","0.016518","0.003065","0.001419","0.008893","0.007549","0.004409"
"670","0.038633","0.007594","0.001493","0.082489","0.134728","0.000400","0.004078","0.007063","0.016018","0.002586","0.001892","0.009355","0.007063","0.003385"
"671","0.038605","0.007585","0.001490","0.081350","0.133511","0.000617","0.005088","0.006578","0.015520","0.002107","0.000873","0.008325","0.006578","0.002364"
"672","0.038576","0.007577","0.001488","0.080215","0.132298","0.001630","0.004607","0.006095","0.015023","0.001631","0.000143","0.007298","0.006095","0.001346"
"673","0.038547","0.007568","0.001486","0.079083","0.131089","0.001155","0.004127","0.007099","0.014528","0.002641","0.000331","0.006274","0.005613","0.001817"
"674","0.038519","0.007560","0.001484","0.077954","0.129883","0.000681","0.003649","0.008100","0.014034","0.002165","0.000802","0.006737","0.005132","0.002286"
"675","0.038490","0.007551","0.001481","0.076828","0.128680","0.001690","0.003172","0.007616","0.013542","0.003172","0.000209","0.005717","0.004653","0.001273"
"676","0.038462","0.007543","0.001479","0.075706","0.127482","0.002696","0.004175","0.007134","0.013051","0.002696","0.000262","0.006180","0.005654","0.001742"
"677","0.038433","0.007535","0.001477","0.074588","0.126286","0.002222","0.003699","0.008130","0.012561","0.003699","0.000732","0.005164","0.006653","0.000733"
"678","0.038405","0.007526","0.001475","0.073472","0.125095","0.001749","0.003224","0.009124","0.012073","0.003224","0.001201","0.004151","0.007649","0.001201"
"679","0.038376","0.007518","0.001473","0.072360","0.125379","0.002750","0.004223","0.008642","0.013060","0.002751","0.000195","0.004613","0.007169","0.000195"
"680","0.038348","0.007510","0.001471","0.071251","0.124192","0.003749","0.005219","0.008161","0.012572","0.002278","0.000808","0.005075","0.006690","0.000663"
"681","0.038320","0.007501","0.001468","0.070145","0.123009","0.003276","0.004744","0.007681","0.013555","0.003276","0.000339","0.005535","0.006213","0.001130"
"682","0.038292","0.007493","0.001466","0.069043","0.121829","0.002804","0.004271","0.008670","0.013068","0.002805","0.000128","0.004527","0.005737","0.000128"
"683","0.038264","0.007485","0.001464","0.067944","0.120653","0.002334","0.005263","0.008191","0.014047","0.002334","0.000594","0.003522","0.005262","0.000594"
"684","0.038236","0.007477","0.001462","0.066848","0.119480","0.003327","0.004789","0.007714","0.013561","0.001866","0.001058","0.003983","0.004789","0.001059"
"685","0.038208","0.007468","0.001460","0.065755","0.118310","0.002858","0.004318","0.007238","0.013077","0.002858","0.001522","0.004441","0.004318","0.001522"
"686","0.038180","0.007460","0.001458","0.064666","0.118602","0.002390","0.003847","0.008221","0.012594","0.002390","0.001983","0.004899","0.003847","0.001984"
"687","0.038152","0.007452","0.001456","0.063579","0.117437","0.001923","0.004834","0.007745","0.013568","0.001923","0.000988","0.005355","0.003378","0.000988"
"688","0.038125","0.007444","0.001453","0.062496","0.116275","0.002911","0.004364","0.007272","0.014539","0.001458","0.000004","0.005810","0.002911","0.000004"
"689","0.038097","0.007436","0.001451","0.061416","0.115117","0.002445","0.003896","0.006799","0.015507","0.002445","0.000458","0.006264","0.003896","0.000458"
"690","0.038069","0.007428","0.001449","0.060339","0.113962","0.001980","0.004878","0.007777","0.015023","0.001980","0.000919","0.006716","0.003429","0.000919"
"691","0.038042","0.007420","0.001447","0.059265","0.112811","0.001516","0.004411","0.007305","0.015988","0.002964","0.001378","0.007167","0.002963","0.000069"
"692","0.038014","0.007412","0.001445","0.058194","0.111663","0.002499","0.003944","0.006835","0.016950","0.002499","0.001836","0.007616","0.002499","0.000391"
"693","0.037987","0.007404","0.001443","0.057127","0.110518","0.002036","0.003479","0.006365","0.016466","0.003479","0.002293","0.008065","0.003479","0.000850"
"694","0.037959","0.007396","0.001441","0.056062","0.109376","0.001575","0.003016","0.007339","0.017425","0.003016","0.002748","0.007071","0.003016","0.001307"
"695","0.037932","0.007388","0.001439","0.055001","0.108238","0.001114","0.003992","0.006870","0.016942","0.002553","0.001763","0.006080","0.003992","0.000325"
"696","0.037905","0.007380","0.001437","0.053942","0.108540","0.002092","0.003529","0.006403","0.016460","0.002092","0.000781","0.006529","0.004966","0.000781"
